Protein.Group	Protein.Names	Genes	First.Protein.Description	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_Con1_GD6_1_50906.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_Con2_GD7_1_50908.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_Con3_GD8_1_50910.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_Con4_GD9_1_50912.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_Con5_GD10_1_50914.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_Con6_GD11_1_50916.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_Con7_GD12_1_50918.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_Con8_GE1_1_50920.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_Con9_GE2_1_50922.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_Con10_GE3_1_50924.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_Con11_GE4_1_50926.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_Con12_GE5_1_50928.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_Con13_GE6_1_50930.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_Con14_GE7_1_50932.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_Con15_GE8_1_50934.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_CPKP1_GF12_1_50970.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_CPKP2_GG1_1_50972.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_CPKP3_GG2_1_50974.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_CPKP4_GG3_1_50976.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_CPKP5_GG4_1_50978.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_CPKP6_GG5_1_50980.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_CPKP7_GG6_1_50982.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_CPKP8_GG7_1_50984.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_CPKP9_GG8_1_50986.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_CPKP10_GG9_1_50988.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_CPKP11_GG10_1_50990.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_CPKP12_GG11_1_50992.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_CPKP13_GG12_1_50994.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_CPKP14_GH1_1_50996.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_CPKP15_GH2_1_50998.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_KP1_GE9_1_50938.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_KP2_GE10_1_50940.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_KP3_GE11_1_50942.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_KP4_GE12_1_50944.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_KP5_GF1_1_50946.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_KP6_GF2_1_50948.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_KP7_GF3_1_50950.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_KP8_GF4_1_50952.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_KP9_GF5_1_50954.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_KP10_GF6_1_50956.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_KP11_GF7_1_50958.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_KP12_GF8_1_50960.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_KP13_GF9_1_50962.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_KP14_GF10_1_50964.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_KP15_GF11_1_50966.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_mix1_GH3_1_50936.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_mix2_GH3_1_50968.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_mix3_GH3_1_51000.d
Q12864	CAD17_HUMAN	CDH17	Cadherin-17				4177.13	4968.58			4024.07																			6438.84		12371.6	12459.7		2314.73										1607.64						
Q12882	DPYD_HUMAN	DPYD	Dihydropyrimidine dehydrogenase [NADP(+)]	1469.97	1071.2		1607.21	1710.06		1872.96					1990.5		2832.84		1788.85			6988.62	1791.23				2866.78					1513.9						9240.81	2847.21		2845.73	1019.73	2841.46	3127.33	9920.1		3098.87	3510.17	3037.02	2157.3	
Q12884	SEPR_HUMAN	FAP	Prolyl endopeptidase FAP	7185.59	5862.63	9959.41	6264.58	25046.8	12151.3	8273.11	12461.2	14583.8	14004.2	8578.7	10907.4	6040.48		10477.5		12401.9			3426.08	8415.57		9389.71	10451.9		8347.45	14231.1	10608.1	17003.5	17122.7	7179.44	18847.6	13283.3	7638.51	12546.8	9968.29	5434.17		9361.58	6031.76		3977.43		4871.35	8381.67	8988.39	7795.71	9847.86
Q12905	ILF2_HUMAN	ILF2	Interleukin enhancer-binding factor 2			3669.94																25263.8		9775.14			19726.9	3680.26																15068.4	16850.6						
Q12906	ILF3_HUMAN	ILF3	Interleukin enhancer-binding factor 3	4496.49	5443.24	4671	4635.78	4856.56	4840.32	5055.89		3824.6	4122.4	7754	5176.85	9681.24	7161.92		9038.71	4732.05	4407.55	21625.9	6981.5	7315.7	3931.59	3986.39	19906.8	5504.27	3767.92	4411.51	4524.73	5474.78	5834.81	3910.44	5067.33	4054.22	5831.44	19694.8		4850.51	14921.2	8612.58	6359.34	8188.13	9939.5	4865.22	5638.7	6190.9	7953.07	9025.24	7421.29
Q12907	LMAN2_HUMAN	LMAN2	Vesicular integral-membrane protein VIP36	25746.7	24385.8	20403	23056.7	112847	19931	22564.6	16031.8	25614.8	15966.9	18337.4	15671.3	30282.6	16175	20006.8	50690.4	27075.1	37335.5	121390	33278.2	34091.1	97985.3	94121.6	39670.4	36425.3	89342.4	37943.2	24895.1	37305.1	32297.7	21178.8	13405.5	14329.7	21165.2	31269.1	33820.4	34979.1	47595.6	26402.9	44939.6	47783.5	73389.3	13553.7	43064.1	88730.9	46109.7	48932.5	42350.5
Q12913	PTPRJ_HUMAN	PTPRJ	Receptor-type tyrosine-protein phosphatase eta	11703.1	14913.6	15750.2	13120.8	12166.5	23861.1	17817	15955.1	10971.5	17366.2	12085.8	20191.3	22715.8	19468.1	16074.2	22558.7	8339.36	14029.5	14391.7	10206.4	8016.4	13833.5	19713.1	17163.4	12631.2	20120.5	14529.4	6507.06	20475.7	17425.2	11524.9	11770.3	11110.8	14818.5	7241.25	13589.8	11051.3	7711.34	10605.2	26205.1	15552.7	11946.3	20496.9	7748.74	15063.7	11291.2	17112.4	15237.5
Q12931	TRAP1_HUMAN	TRAP1	Heat shock protein 75 kDa, mitochondrial	138826	122737	52545.3	159727		83725.3		56819.1					34046.4	77862.8		117627		64667		78756.8	90981.7	101114	92442.9	222165	99454.6		79782.9	29621.1			22891	44113.3				27163	136512	62118.6		88301.5	129603	159565	25732.6	70386.5	106926			113191
Q12974	TP4A2_HUMAN	PTP4A2	Protein tyrosine phosphatase type IVA 2	4245.77					7272.82													5344.82			4183.81	3502.56		2996.71				6199.03	5354.95												3173.49			5095.85		2635.26	
Q12982;Q86WG3	ATCAY_HUMAN;BNIP2_HUMAN	ATCAY;BNIP2	BCL2/adenovirus E1B 19 kDa protein-interacting protein 2	2354.15			2253.79	1981.73	2025.79	1943.02												9477.05				1188.74						1484.72	1839.46									2127.06		2009.59				2743.45		2230.75	
Q13011	ECH1_HUMAN	ECH1	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial							3154.97																	3534.6											8293.41													
Q13043	STK4_HUMAN	STK4	Serine/threonine-protein kinase 4	4144.72	4242.35		2394.93	660.834		1058.71												8721.96						1632.12				2111.33					2467.46											1726.39			
Q13093	PAFA_HUMAN	PLA2G7	Platelet-activating factor acetylhydrolase	9744.16	9324.94	10324.9	8847.63	4317.07	7275.87	16512.4	13132.7	8889.91	9518.36	10798.9	30896.2	17067	14168.5	6324.09	10590.1	5637.07	6610.04	3349.43	3952.5	8841.14	9854.36	7278.62	4349.52	15605.8	6713.34	13557.7	6135.96	11337.1	16121.6	7525.34	8489.06	5957.63		5267.85	18815.1	8957.82	6418.41		16349.2	3901.5	4799.87		11524.8	28558.3	7897.29	8440.46	12157.3
Q13094	LCP2_HUMAN	LCP2	Lymphocyte cytosolic protein 2	7975.9	8400.63		8064.72	4422.61	3609.23										7639.68			11113.5			5203.65		4583.06			7075		7231.98	5949.94			3266.58	4602.23					3280.43			2537.42			12875.7	3410.5	3453.53	6926.21
Q13103	SPP24_HUMAN	SPP2	Secreted phosphoprotein 24	2.35092e+06	2.23633e+06	2.33786e+06	2.68884e+06	1.66531e+06	1.13004e+06	1.81671e+06	1.34117e+06	1.89615e+06	1.78613e+06	647006	2.40496e+06	1.12612e+06	873443	1.53502e+06	450318	253797	113023	132616	695447	750551	163671	200426	178785	170261	196249	298647	300557	358543	341526	1.30329e+06	1.66879e+06	1.76217e+06	341704	149608	76200.8	103368	640805	1.23724e+06	503735	507381	107020	415534	173546	300203	338106	336276	339151
Q13201	MMRN1_HUMAN	MMRN1	Multimerin-1	85511.8	95193.2	223741	92348	116995	176626	108008	98712.3	214004	123255	80496.5	108777	113116	158414	87391.3	161505	10067.7	58335.2	19095.6	98101.8	98894.2	74329.2	184720	272558	67701.2	183806	92459.7	11370.4	88700.1	85279.8	129958	91254	105128	136148	3725.32		69552		12445.8	33418.3	193149	95826.3	232405	23451.7	171820	67257.1	72947.1	71509.5
Q13228	SBP1_HUMAN	SELENBP1	Methanethiol oxidase	7534.56	7268.64	5044.06	6404.92	9313.71	14986.8	13697.7	11820.1	5869.75	7985.54	10242.9	13638.4	8974.98	6328.37	1752.42	7953.83	10533.2	8457.97	16048.6	13534.2	10905.5	38596.1	4586.78	8240.51	7581.75	5166.44	5233.09	13289	5769.93	4442.68	8978.96	12061.7	9041.78	7513.2	23412.8	6118.61	4704	6892.63	4005.98	8427.23	10837.4	10372.8	5710.12	5488.21	6166.8	9685.04	10421.2	9817.19
Q13231	CHIT1_HUMAN	CHIT1	Chitotriosidase-1	4440.17	6718.26		3425.54																6884.08	6247.59	5707.81	5821.38	15371.5		4015.13					4138.82							9798.13	2459.09	14835.8	4255.23	2377.36						
Q13275	SEM3F_HUMAN	SEMA3F	Semaphorin-3F	2801.72	3081.06	2869.26	2067.32	2355.88	2858.57	4457.22	2298.21	3273.48							3119.77	7052.73		4006.47		4295.97	2298.76	5792.66	3538.27	3809.75	5855.02	4923.84	5175.53	2792.34	2737.72		3986.37	4141.24		3275.22	5993.31		3928.27	4014.84	2601.42	3467.15	4875.94		4614.6	3422.84	2415.97	2922.77	
Q13283	G3BP1_HUMAN	G3BP1	Ras GTPase-activating protein-binding protein 1		6255.89		4616.9	4472.15	4311.89	8595.79		3775.12							9300.86			25289.1			3651.06	7340.99						5110.62	2653.44				3339.97	2560.72					5349.99	8037.59	9735.04			8534.87		6447.95	
Q13303	KCAB2_HUMAN	KCNAB2	Voltage-gated potassium channel subunit beta-2		1593.21	1300.94											1148.29					5588.61				31322.1			36271.5													1872.77			3906.29				2308.91	1749.36	2144.42
Q13308	PTK7_HUMAN	PTK7	Inactive tyrosine-protein kinase 7	2275.26			3280.97	6115.63	3610.55		3081.9	1858.32						2873			3414.47	20429.2			9164.41	5038.67	3424.35		4738.57	3117.36		3612.83	3652.1	1652.05		1303.56		6410.32		3606.71	7388.02	3734.36	3743.15	4979.28	7185.43		3385.11	4401.69	4448.6	5468.47	4905.9
Q13332	PTPRS_HUMAN	PTPRS	Receptor-type tyrosine-protein phosphatase S	16991.9	17044	21162.3	14801.5	49595.3	17632.7	20360.9	16676.3	20847.5	8673.67	9138.7	16537.7	22742.8	12552.1	10196.4	20158.7	24034.5	22057.6	22536.2	16105.2	15447.8	40148.5	33998.6	19720.6	19791.1	36937.3	20258	22305.5	22832	18413.7	20196.8	14616.8	18221	11895.4	40256.8	20538.5	14608.7	24581.1	21592.5	16893	24850.3	30197.2	9528.27	14376	21281.4	14103.4	15298.6	15176.8
Q13404	UB2V1_HUMAN	UBE2V1	Ubiquitin-conjugating enzyme E2 variant 1	10635.4	19049	5121.65	19371.5	8870.82	16134.6	6520.69	6050.69						4284.55			7322.91	5626.62	10351.4	5000.73		32370.8	4519.69	4507.82			4301	6846.79	4545.17	11699.6				11960.3							4214.42	13143			12049.3	4494.44	5027.88	6141.03
Q13418	ILK_HUMAN	ILK	Scaffold protein ILK	17486	18678.9	6584.68	15675.9	12265.6	11007.4	3451.66	18438.9	7831.48	4490.25	3601.61		9367.81	10997.2	5339.43	3159.17		3717.67	6783.56			11882.6		4636.51			9940.19		10964.6	13012.1	3350.52	4249.37	4330.03	16093.3			2944.23		6157.76		11605.4		8927.26		14201.5	5336.73	3705.17	5131.44
Q13438	OS9_HUMAN	OS9	Protein OS-9							3415.89		2591.58							5945.54	3599.36	4083.4	5087.73		5867.3	3829.43		5050.5											4509.16			3510.53		3447.44		5148.5				3586.16	5864.72	3868.52
Q13442	HAP28_HUMAN	PDAP1	28 kDa heat- and acid-stable phosphoprotein	19154.6	19228.9	4001.51	22555.5	13631.1	16988.5	3713.49	6239.71	2688.68							7120.9		5640.53	22577.2	5380.2	7105.92	23815.7	7876.32		4177.11	6875.39	16502.8		16337	15331.5	2922.14	4789.07		32505.8					5152.99	6426.48	6122.99	5219.2			22602.1	9044.23	9024.75	8615.39
Q13477	MADCA_HUMAN	MADCAM1	Mucosal addressin cell adhesion molecule 1	40446.3	37883	41048.1	33861.7	46377.4	40711.4	94408.6	95546	44046.6	24482.2	39040.7	91238.5	18639.9	44234.5	22314.8	20475.9	15781.8	18680	45464.3	28089.1	34819.3	24361.6	30870.2	29756.7	10288.7	28606.9	39828.4	22519.4	32807.1	43425.9	24573.1	35621.4	30374.5	9528.7	16846.8		16981.9	7911.39	17610.7	22096.3	33047.1	39465.7	44150	10110.5	15158	19377.6	28055.4	25634.6
Q13501	SQSTM_HUMAN	SQSTM1	Sequestosome-1		48607.6		71272.1	85250.1	83071.1	53836.4	64560.7		124444	108394	105830	85723.7	90725.4	94265.1	76020.3	108948		87269.4	117088		74805.1	96041.7	125385		94421.4	59920.4		63948.7	91428		85856.4	77210	83698.4	102876	98140.7	113098	81600.3	107502	98370.1	71518.2	85566.2	112462	91460.4		71524.2	86468.3	90293.3
Q13508	NAR3_HUMAN	ART3	Ecto-ADP-ribosyltransferase 3			7822.38		34056.7	5553.81	6631.2	5005.41	5978.97			4785.13	9386.56	6118.76	4613.67	11875.8	3611.97	3591.67	6593.42	4257.98		6173.04			10209.7				8812.35	7444.39					8846.76	6879.63		19064.6			5067.66	6628.57		6369.19	8682.09	3284.87	7960.04	
Q13510	ASAH1_HUMAN	ASAH1	Acid ceramidase	2787.67	1962.03	5551.36	2963.4	1260.46	1946.15	2938.75	2255.83	3723.17	2859.12	2033.52		4599.52	4472.98			1986.77		5409.62			5930.88	1646.88	4339.05	4386.94	2061.34	5402.14	6281.48	5970.29	4465.23	3304.58	1595.96		6952.18	2486.1		2766.14	1548.1		3896.47	2081.79		5563.39	1705.27	6867.43	3071.99	2703.82	3060.06
Q13555	KCC2G_HUMAN	CAMK2G	Calcium/calmodulin-dependent protein kinase type II subunit gamma	3969.39	4585.82	2974.12		4053.39	6478.19	9118.2	1995.83	2885.62	9749.05	21766.9	8040.49	21376	20356.3		9655.69			4391.41	2540.09	3419.35		4701.71	6281.27	4562.48	5242.99	2918.86		1554.21	2714.47	2405.29	1663.16		3130.31	1238.3	1357.92	4844.68	3003.58	3542.93	2151.29	3296.65		2370.3	3005.95	3677.14	3537.92	2663.85	2974.13
Q13561	DCTN2_HUMAN	DCTN2	Dynactin subunit 2	6603.38	10401.3		5757.44																																												
Q13621	S12A1_HUMAN	SLC12A1	Solute carrier family 12 member 1	5503.17		7992.95								4650.06	8962.3							4446.59	7494.63	2598.71	7968.36	4925.66	2534.49		9045.08	5510.6	9140.84		4455.56					9283.38		7446.92	4075.16	5373.64				12345.6	5092.09	5777.34	10318.7	11701.3	11088.5
Q13630	FCL_HUMAN	GFUS	GDP-L-fucose synthase	12530.1	12136.3		14581.3		9732.25	7587.95												4907.59	6238.65		15940.3						6854.08													6451.8	7084.33						7956.08
Q13637	RAB32_HUMAN	RAB32	Ras-related protein Rab-32	10959.9		14705.9			6237.33	8159.65	6207.31		24305.9						15984.2				8985.11		12858		10703.5		12099.2		20127.8					9575.64	8490.15								9472.8	7921.15				9270.21	8132.69
Q13724	MOGS_HUMAN	MOGS	Mannosyl-oligosaccharide glucosidase								798.471			1174.45			2911.67																						3275.63	1540.78									520.991		
Q13740	CD166_HUMAN	ALCAM	CD166 antigen	3659.51	3074.29		3718.22	7830.89	3826.24	6515.6	5596.77	6684.2	5199.21	7112.66	6655.95	10785.6	5496.76	11382.2	3694.83	5936.93	9395.65	5999.55	5560.68	5255.54	7328.94	4256.73	9408.68	5028.96	5283.13	9109.84	4468.55	9985.71	13565.4	6867.06	5243.46	4902.59	7468.82	2902.24	6521.3	9285.07	7010.78	3921.21	11447.4	3452.47	6925.8	6695.97	5687.71	12631.3	4400.47	6565.77	5467.82
Q13790	APOF_HUMAN	APOF	Apolipoprotein F	3.73708e+06	3.85634e+06	3.2981e+06	3.54074e+06	2.60035e+06	2.37389e+06	4.23594e+06	4.04759e+06	2.96787e+06	4.29633e+06	4.84632e+06	4.37663e+06	2.66406e+06	3.47338e+06	2.22512e+06	3.91128e+06	5.0606e+06	746676	2.48307e+06	4.63479e+06	4.77252e+06	4.37868e+06	3.98962e+06	1.4242e+06	4.5067e+06	3.7025e+06	2.01992e+06	4.63681e+06	1.91455e+06	2.1506e+06	3.53087e+06	3.68795e+06	4.24268e+06	3.20806e+06	3.85901e+06	3.3841e+06	3.79049e+06	4.6007e+06	4.15591e+06	2.78305e+06	3.16742e+06	2.20196e+06	5.9409e+06	4.95752e+06	2.5275e+06	3.29073e+06	3.25622e+06	3.5648e+06
Q13822	ENPP2_HUMAN	ENPP2	Autotaxin	10153.4	9839.14	13043.5	8981.08	26982.8	17884.5	12522.4	12570.4	13322	10796.4	11337.7	11403.2	18786.6	6832.57	19426.9	11054.1	48288.8	11509.9	6877.22	18926.1	18005.3	13083.4	13504.2	12811.1	9539.83	13654.9	12427.6	48021	9958.09	11157.4	9830.77	10241.5	11733.4	7278.53	16877.7	25197.5	19245.1	33424.9	20593.3	11650.4	11289.3	16912	12425.5	18758.6	10334	13450.5	14053	12695.1
Q13835	PKP1_HUMAN	PKP1	Plakophilin-1	4672.7	2568.54	7321.36	3044.31				8590.92	4695.12	4104.54	3241.46							3439.47			2909.81	3676.27			3672.45	2743.01	4265.22	4985.45	1314.1			2189.1												1830.31	2056.55			2755.14
Q13867	BLMH_HUMAN	BLMH	Bleomycin hydrolase	20602.5	13944.2	31594.8	12848.7	13693.4	10438.4	19073	25268.6	29378.9	28423.7	44148	9235.41	46683.6	37299.3	10351.1	24384.3	15062.6	6252.6	12621.6	9628.23	13968.4	29967.3	8534.12	18334.2	22034.3	18691.1	17164.2	41413.6	58402	25093.7	39401.1	23784.1	23068.2	37093.7	29190.4	33055.6	32348.8	13486.8	19960.1	30353.9	7105.52	6713.04	22215	9945.07	31440.7	21567.6	25624.8	28479
Q14005	IL16_HUMAN	IL16	Pro-interleukin-16										1918.96									6453.93		1691.73		3389.09	2071.61		2782.51																1867.68			2686.7		2216.86	1868.5
Q14012	KCC1A_HUMAN	CAMK1	Calcium/calmodulin-dependent protein kinase type 1	3587.36	2552.54	676.478	2517.19	1459.68				1073.33				2659.41	1234.64													1192.13		924.844					1531.03														
Q14019	COTL1_HUMAN	COTL1	Coactosin-like protein	11502.5	11929.6	4746.37	11514.4	9802.4	14316.2			3509.79	4179.44									18249.3		1741.73	12943.6	6583.41			7283.66	10791.5		10659.4	8041.38				12009.2				2658.65	7129.22	5130.76		7806.06			22089.4		5162.11	
Q14032	BAAT_HUMAN	BAAT	Bile acid-CoA:amino acid N-acyltransferase																			1582.55										3265.82	2514					11466.2					5154.66	1027.76							
Q14103	HNRPD_HUMAN	HNRNPD	Heterogeneous nuclear ribonucleoprotein D0	6161.05	15111.3	3499.93	5079.36	2847.56				1007.59		3567.19								11496.2		1569.89													3569.28							2754.21				2360.49		4231.14	
Q14112	NID2_HUMAN	NID2	Nidogen-2	72388.6	70407.2	107683	71256.7	89936.5	146739	35652.7	149913	101192	90283.5	87109.3	40632.5	83633.9	63326.6	68233.4	162329	15110.1	32598.2	158874	46932.6	47946.5	49508	55755.2	100864	42509.8	54082.5	78362.5	29055	88060.5	77774.9	70507.6	47000.9	55043.7	83989.7	15091.4	37629.6	40797.1	37456	24225.4	36749.5	48759	29266.1	201231	36340.3	63954.9	62409.3	57882.2	63564.5
Q14118	DAG1_HUMAN	DAG1	Dystroglycan 1	12906.2	11477.2	12142.9	11774.7	78413.8	13230.8	19641	17807.3	14673.5	10814.1	18579.7	12987.5	23769.2	12428.2	23511.8	25832.4	9679.76	22786	72952.6	22966.6	17165	37076.5	40338.5	20862	26165.3	46165.9	16908.4	8040.44	22995.4	20243.8	16012.7	10496.1	12595.4	13203.5	18101	55081.1	22079.1	35743.7	12507.2	13435.7	17605.7	25891.1	11218.7	26076.3	35806.5	25445.2	27469.1	26268.8
Q14126	DSG2_HUMAN	DSG2	Desmoglein-2	48944.2	50026.9	65994.4	47456.5	159288	54968.2	73483.9	49561.3	67480.5	32720	32743.2	66483.1	98967.2	35328.6	51363.4	39920.1	68064.1	66903.4	68896.5	46510.3	45868.9	57901.8	103434	77657.8	40960.1	93229.7	83961.5	57838.4	93263.8	94579.5	54870.4	48261.6	50503.9	35199.7	73114.9	48178.3	42795.3	75300.4	65962.7	60203.4	83489	128216	34288.3	49054.5	93814.9	52149.7	51545.3	57850.6
Q14165	MLEC_HUMAN	MLEC	Malectin	14247.9	10357.6	13662		18575.8	16657.4			7988.34						11126.9	14991.9	8307.15	10883.7	39275.7		11697.7	26866.1	24198.7	12144.5		23914.6	17878.4	7097.36	19246.4	21709.4		8163.73		22190.4	19519				10551		9589.68	10440		10493.4	16575.9	10945.6	6334.97	12299.2
Q14203	DCTN1_HUMAN	DCTN1	Dynactin subunit 1	5973.6	4853	3102.36	6323.34	3383.65							2760.37				3386.75		3070.96	7008.96	5157.49	2956.17	7877.58		3946.67	2979.67	2002.75	3325.72		3855.43	2973.37				5639.98							3525.24				5217.19	4085.63		3533.19
Q14213	IL27B_HUMAN	EBI3	Interleukin-27 subunit beta	3389.91	3509.44	6609.65	3779.25	7891.54	3711.09	4348.4	2650.7	8266.36	3516.93	4869.47	6924.04		2664.42	5391.63	25262.8	12674.8	20636	3123.97	8673.85	8068.72	9658.19	12264.8	5306.55	6321.71	5391.43	9491.12	7967.85	10004.3	10140.5	5443.19	3326.41	4042.83	5058.48	7238.71	4684.77	7591.97	6819.01	12398	20463.8	28721.3	19446.4	6263.94		8896.91	11512.4	10554	11620.3
Q14247	SRC8_HUMAN	CTTN	Src substrate cortactin	41196.8	50539.9	9841.82	57148.5	19037.3	100433		31306.3	11267.8	2936.29	2943.55		6399.74	17005.8	7768.5	5021.8		3319.42	8662.97			39755	3652.68	8152.64	4637.12	8499.61	77635.5		92558	93618.7		4588.1	3883.85	53843.1					22532.2		14331	3623.58	3979.4		59309.4	13881.7	17901.2	17490.1
Q14315	FLNC_HUMAN	FLNC	Filamin-C	1853.06				5621.5									45507.3		4954.02		2445.57	3018.91	2674.03	3813.21	967.011	1504.29	2002.43	7950.6				70124.4			5658.93			3448.71			3688			6425.26	2549.11			2007.36	1908.94	1874.43	2356.49
Q14393	GAS6_HUMAN	GAS6	Growth arrest-specific protein 6	40412.3	35293.5	39117.9	37160.5	104378	29939.9	58267.7	26216.1	32636.9	22847.6	40029.2	54502.7	12372	18509	32699.9	40998.4	43175.3	53566.3	53697	42537.3	48665.1	59687.9	99350.6	101786	46818.2	110897	63913.8	54970	80646.9	65900.4	23690.1	21579.5	14695.6	41701.6	37767.3	21301.2	36630.4	49192.6	42984.3	74913	108907	102325	43730.5	52945.3	85480.8	62682	66297.9	64501
Q14432	PDE3A_HUMAN	PDE3A	cGMP-inhibited 3',5'-cyclic phosphodiesterase 3A	13186.7	11684.2		13343.1				2427.74																																	6704.57				9458.41			
Q14515	SPRL1_HUMAN	SPARCL1	SPARC-like protein 1	296813	292659	245488	330401	565246	240264	290940	183607	222629	220178	251813	353170	189874	188600	260191	493253	288069	430963	613608	288363	319782	519896	475873	445210	296822	464568	313670	311381	350307	295882	212314	179563	221734	305530	410345	143576	215067	300021	228466	195276	318923	529512	339985	281262	375437	347883	385170	373872
Q14517	FAT1_HUMAN	FAT1	Protocadherin Fat 1	6072	4594.2	7036.22	5760.51	8150.92	13752.4	11004.6	6155.82	6408.52	12786.6	10832.8	10499.1	7843.9	8670.64	13862.8	7077.4	4552.03	7403.81	6023.38	4859.91	4524.04	5927.59	15547.7	21708.8	2774.3	16079.9	12765.9	5275.72	14047.2	14386.7	10181.2	7829.46	6759.08	6380.15	8471.69	6508.62	8094.64	9246.58	4592.55	15432.5	12385.8	14206.8	5093.3	5752.21	13024.3	7908.4	9646.94	7369.71
Q14520	HABP2_HUMAN	HABP2	Hyaluronan-binding protein 2	2.63896e+06	2.81363e+06	1.7179e+06	2.62669e+06	1.88897e+06	1.76554e+06	1.82442e+06	1.10353e+06	1.5206e+06	1.61159e+06	2.39597e+06	2.01169e+06	886605	2.00876e+06	2.24741e+06	1.79665e+06	1.79861e+06	1.4481e+06	1.03976e+06	2.42478e+06	2.76597e+06	1.30024e+06	1.92424e+06	2.28602e+06	1.98318e+06	1.85516e+06	2.12371e+06	2.27568e+06	1.68199e+06	2.13423e+06	1.97732e+06	2.33214e+06	2.21578e+06	1.90187e+06	1.61309e+06	1.46243e+06	1.73407e+06	1.15127e+06	2.35076e+06	1.67405e+06	1.91669e+06	1.43642e+06	1.64742e+06	1.95094e+06	1.27072e+06	1.71343e+06	1.67607e+06	1.73142e+06
Q14623	IHH_HUMAN	IHH	Indian hedgehog protein	9856.39	13540	7501.69			20655.5		17295.1	15191.5	11756.3	18084.6	15959.1		22713.5					4536.59										9411.82		9062.39	14905.2	9586.88					4679.22						2780.16		8351.9	11654	
Q14624	ITIH4_HUMAN	ITIH4	Inter-alpha-trypsin inhibitor heavy chain H4	6.63694e+06	7.16998e+06	6.98618e+06	6.67714e+06	6.00008e+06	6.89931e+06	7.12862e+06	6.70577e+06	7.13464e+06	7.79626e+06	7.61637e+06	7.10213e+06	7.04508e+06	7.84219e+06	7.44314e+06	6.95038e+06	7.93689e+06	8.0896e+06	7.86302e+06	7.77416e+06	7.80831e+06	6.4638e+06	6.45616e+06	5.86211e+06	9.30275e+06	6.16295e+06	5.79422e+06	7.19721e+06	5.8575e+06	5.9469e+06	7.05428e+06	7.55851e+06	7.75251e+06	7.00562e+06	7.24045e+06	9.19846e+06	8.9085e+06	6.28476e+06	7.57317e+06	5.70768e+06	6.52623e+06	5.63691e+06	7.44016e+06	8.31104e+06	5.94756e+06	6.80919e+06	6.63514e+06	6.63025e+06
